,P_DAS28,LM_DAS28,P_VAS,LM_VAS,P_TJC,LM_TJC,P_SJC,LM_SJC,P_CRP,LM_CRP
S100A11,0.23108721,-0.107427879,0.295786946,-0.005218956,0.649195478,-0.006950158,0.496207244,-0.014840575,0.326537415,-0.004476392
TNC,0.064736314,-0.101222181,0.174792451,-0.004178581,0.108373885,-0.015281867,0.383982994,-0.014229112,0.327955982,-0.003030079
SLC9A3R1,0.607131738,0.023294862,0.847741686,0.000466646,0.297950537,0.008430747,0.123156182,0.0201848,0.328009322,-0.002687504
C8G,0.859495753,0.010722684,0.857246369,0.000577233,0.583483809,-0.006158724,0.619877495,0.007486863,0.330903844,0.003013201
MVP,0.660766025,0.017893267,0.923491375,0.000209554,0.494159023,0.004995037,0.83804634,0.002383526,0.331563541,-0.002276616
H1F0,0.402242262,-0.035622125,0.537937045,-0.001391456,0.689845059,-0.003012543,0.661452734,0.005193631,0.331611495,-0.002328477
SERPIND1,0.170066261,-0.056172913,0.985851281,3.89E-05,0.046222574,-0.014614996,0.441437981,-0.009024303,0.338328407,0.002258054
ACSL1,0.100114723,-0.067095458,0.274120014,-0.002383804,0.204676125,-0.009237955,0.869964194,-0.001955771,0.33840112,-0.002334815
MIF,0.904491756,0.005461259,0.43561975,-0.001905899,0.782251973,0.002188401,0.257257032,-0.014728505,0.339779134,0.002691091
RAB1A,0.688054023,0.027009588,0.484662505,-0.002489861,0.658665377,0.005080989,0.502544714,0.015317082,0.339956431,0.002825601
DPEP1,0.194119956,-0.071389337,0.225185895,-0.003463059,0.552339536,-0.00596196,0.458931725,-0.011064286,0.341073164,-0.00312011
EEF1B2,0.885840855,-0.008636531,0.578134866,0.001784947,0.308789324,-0.011170403,0.830985257,-0.003326295,0.341623389,-0.005142872
OTC,0.78231728,-0.011566065,0.20221255,-0.002854175,0.918536177,-0.000763291,0.650060853,-0.005372059,0.342633724,0.002318936
IGLV8.61,0.108936581,-0.097581823,0.370300817,-0.002752483,0.415735182,-0.009207187,0.037028116,-0.040206948,0.343501391,-0.003186132
AKR1D1,0.77571879,0.016130115,0.790127474,-0.000912334,0.172077894,0.014091206,0.575320843,0.009230854,0.344943245,-0.003290986
PDIA3,0.17919443,-0.05495966,0.091457795,-0.003689813,0.684045415,-0.002988416,0.177956147,-0.015764632,0.345219492,-0.002223771
SMCR8,0.683071706,0.016735,0.912498139,-0.000240863,0.92701471,-0.000673226,0.963496639,-0.000536623,0.345367224,0.002224691
SAA4,0.27321382,0.045140145,0.642807073,-0.001026702,0.207421703,0.009384503,0.793448157,0.003069654,0.348884134,0.002210223
RAB10,0.080226068,-0.081209482,0.721129203,-0.000885463,0.396135013,-0.006826989,0.082814767,-0.024892735,0.349381846,-0.002626817
ATP5H,0.412427858,0.034277008,0.302206179,0.002325967,0.202297586,0.009520819,0.45083871,0.009151369,0.350840062,-0.002465433
